"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CALCOCO1",3919.67017932204,-1.28759035943026,0.323447215134275,-3.98083612776118,6.86732817631614e-05,0.00504375396601828
"STX3",4287.78825430142,-0.474850348651233,0.119777995640554,-3.9644205608201,7.35744421709547e-05,0.00537451357566639
"GFPT1",2958.6458500823,-0.892077019227816,0.225461811942761,-3.95666570556211,7.60031731793718e-05,0.00552208001261307
"SKAP1",788.717161157733,1.09214128387587,0.276244462311079,3.9535318635492,7.70060036299976e-05,0.00556502210190261
"PDP2",564.152760191297,-0.919275606431109,0.233491672034267,-3.93708091779906,8.24788009251584e-05,0.00592882189203505
"BCL6",186.730327219728,-1.35051670701027,0.343190030373117,-3.93518630346572,8.3132183462128e-05,0.00594417104395342
"AAK1",779.786493791377,-0.759804649696702,0.193783528820135,-3.92089386710433,8.82211142801411e-05,0.00627484283358856
"MARCHF4",420.956947751698,-0.986404041255113,0.252136780389322,-3.91217830152354,9.14673381496719e-05,0.00647167333902967
"ZFP36",422.647797313729,-1.00765429138463,0.258209724098254,-3.90246453693277,9.52181923115163e-05,0.00670197214009287
"PDK3",825.244662129612,0.692497205501682,0.177838343211178,3.89397018099388,9.8616777595704e-05,0.00690521830273753
"ZBED2",215.067763226415,-1.60844979114829,0.413476513738095,-3.89006325076812,0.000100218096849552,0.00698117196301466
"NR1D1",905.635731506188,-1.07820674874068,0.277365023169644,-3.88732052952915,0.000101356875837142,0.00702429138493916
"KLF6",3136.0573865041,-1.14027773340046,0.29526013542766,-3.86194272975207,0.000112488939344417,0.00775599758316559
"RASGRF1",1071.25431237659,0.520530606063257,0.135162690094019,3.85114121138886,0.000117568679421738,0.00806509204926584
"RHOB",8509.46928879134,0.58237112642784,0.151735320255186,3.83807227907397,0.000124003984945835,0.00846358511392934
"ADM2",66.9168690770879,-2.35458215536427,0.613918268439086,-3.83533489132177,0.000125393319785917,0.00851540363611501
"EIF4A2",5165.45600381059,-0.39562448116483,0.10320886109377,-3.83324141911989,0.000126465728901871,0.00852990238709923
"ADAMTS8",1185.53958466376,0.574642011652571,0.149940845604898,3.83245812263045,0.000126869200814485,0.00852990238709923
"CORO1A",280.23738188766,1.2379743710638,0.323471638402788,3.82714966040475,0.000129635701535069,0.00867275678487587
"GMPPB",755.083143247133,-0.624342155405472,0.163464904869897,-3.81942629154796,0.000133762421718916,0.00890475550300209
"EIF5",9524.17838883633,-0.466839469117285,0.122531308234328,-3.80996070183552,0.000138988882678362,0.00920733215938911
"ERRFI1",2714.04001492723,-0.616408765944944,0.162010847614493,-3.80473761492623,0.000141954585516038,0.00935792326177431
"ALDH3B1",717.139204581011,-0.612880534845215,0.161307989487507,-3.79944314470971,0.000145021576467309,0.00951369701154958
"NEK2",1051.71608557523,0.538034986034291,0.142019006340253,3.78847169755048,0.000151576856469857,0.00975433161111261
"RPS6KA2",228.475963313719,-1.0927936167148,0.288245528688102,-3.79119017626554,0.000149927094191555,0.00975433161111261
