"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FGD5",3817.78190313563,-1.89234348527451,0.218454184660321,-8.66242726463196,4.61823660126269e-18,6.03400321374579e-16
"PMEPA1",1217.89678034661,-1.00344825772891,0.116361668470253,-8.62352930239597,6.49215536854153e-18,8.41506995865241e-16
"PCSK1",48.455523303646,-4.21227134366969,0.48919590952848,-8.61060213632972,7.26778142491166e-18,9.3462524591856e-16
"PRRG4",187.487378677013,-1.70475480187725,0.198119773177045,-8.6046676439198,7.65382099352232e-18,9.76579722392238e-16
"DLGAP1-AS2",261.950042885523,-1.32031111937737,0.153543595362659,-8.59893319717368,8.04605019526806e-18,1.01866737821022e-15
"PHLDB2",8313.86680366735,1.80402098196446,0.209826816940256,8.59766643878566,8.13533457062875e-18,1.02204834005776e-15
"TMBIM6",19319.6065044899,-0.516401376282896,0.0601183562920773,-8.58974543106313,8.71622279574001e-18,1.08666679923684e-15
"LOC107986983",90.9562871372758,-5.72050877293563,0.666120658344563,-8.58779667208069,8.86529793931596e-18,1.09687913594628e-15
"ADAMTS8",1185.53958466376,-0.912420962940665,0.106449622819648,-8.57138746735185,1.02245599612281e-17,1.25554521268253e-15
"RBM17",4363.48386588003,-1.31170105554196,0.153603408182561,-8.5395309326924,1.34767781829163e-17,1.64255777077156e-15
"CUX2",75.159866909057,3.15754845318895,0.371697036792331,8.49495191147591,1.98014880251497e-17,2.39554001797589e-15
"MSX2",407.534923127742,1.13379881513735,0.133649018756989,8.48340545768548,2.18696923854537e-17,2.62629276499434e-15
"HMGCS1",2803.67871435854,-0.954176922099516,0.112523142912162,-8.47982821493322,2.25526674760591e-17,2.68854135196348e-15
"MX1",391.156617861413,1.48019719928673,0.174860797946333,8.4650031148835,2.56145846289804e-17,3.0314304069602e-15
"LOC107985868",96.2009349023381,2.61042054926518,0.308733885301101,8.45524470603316,2.78502661551132e-17,3.2723060924123e-15
"LARGE2",440.178555932309,-1.23496262343178,0.14634109082005,-8.43893274617149,3.20248283664325e-17,3.7359249777184e-15
"LBH",4756.69103622714,-0.88362203794473,0.104819261919136,-8.42995859507587,3.45787545466174e-17,4.00524978195288e-15
"OGFRL1",565.440321317449,1.40594373563634,0.16703554886685,8.41703305179107,3.8613876299418e-17,4.44113963184574e-15
"H2BC21",621.411628357343,-1.22595242591489,0.146624605214698,-8.36116437701408,6.21022466248153e-17,7.0926845585768e-15
"SIGLEC15",66.2385115818153,-3.03809455238632,0.363893124349467,-8.34886495263556,6.89220874785183e-17,7.81691342152196e-15
"NEK3",404.869974597238,-1.21411784439564,0.146276826650529,-8.30013797945115,1.03990548868727e-16,1.17129216836141e-14
"HMGCS2",76.329857480492,2.64237051117564,0.319053602737302,8.28190150026696,1.21223844693187e-16,1.35604645995146e-14
"PKM",81969.4515456638,-0.684446840491626,0.08306731277969,-8.23966512925375,1.7269331425325e-16,1.91865796488712e-14
"PDCD4",985.474726627659,-0.83060070431656,0.10095002673343,-8.22784036016013,1.90618888732962e-16,2.10350519647753e-14
"ASB13",1191.63740634564,-0.782646034948359,0.0955714099336296,-8.18912303890749,2.63136430444759e-16,2.88425784028444e-14
"TBKBP1",524.469190069607,1.0615268723338,0.129900468872682,8.1718478889728,3.03701300637037e-16,3.30669976133605e-14
"CEMIP",1499.83694510117,-2.41404928280534,0.297040213040818,-8.12701168670927,4.40002971336345e-16,4.75902551514251e-14
"NCAM1",1833.77368529029,-1.47933207699023,0.18340055807124,-8.0661263659601,7.25637042194023e-16,7.79677906125841e-14
"GNG4",55.7607783842806,-3.18580071800205,0.395315976989363,-8.05887164557423,7.70018982260996e-16,8.21957517535071e-14
"PORCN",645.198501963595,1.22424326690363,0.151948856625316,8.05694293523006,7.82261458514502e-16,8.29603515614211e-14
"CYB5B",14148.211425068,-0.851636836969608,0.105925598391322,-8.0399530416,8.98729061923197e-16,9.46970518666429e-14
"LGR6",1462.52957374457,-1.17568256588605,0.147093878707041,-7.99273617787718,1.31976354171128e-15,1.38169090789928e-13
"NXPE3",879.825981556133,1.04834952924027,0.131929745382594,7.94627114757229,1.92209468192549e-15,1.99946817485395e-13
"NUDT3",1174.35791248581,-1.00982229387594,0.128076587720397,-7.88451903544205,3.1574927609265e-15,3.26380833996529e-13
"TREM2",250.297989990523,2.67033996876937,0.33890186864068,7.87938992334266,3.28983369156223e-15,3.37921785223863e-13
"MUC16",349.09846989199,1.59657706943393,0.202942285604066,7.8671483603412,3.62816286132072e-15,3.70344724069313e-13
"CAMK2N1",415.271483595005,-1.41632113844478,0.180173553569583,-7.86087142305155,3.81470204248968e-15,3.86967166198394e-13
"TLL2",120.665082541509,1.65229951971317,0.211001531299232,7.83074658055426,4.84981353634457e-15,4.8893305355296e-13
"ANO2",191.869025349139,1.66381909630532,0.21283912580761,7.81726146446061,5.39848966631832e-15,5.40908792823992e-13
"SERPINF1",397.901530101196,1.48875467682532,0.190468044412876,7.81629633156812,5.44002239378125e-15,5.41746620336801e-13
"COL1A1",603.679628786676,1.87535829663256,0.240024036091536,7.81321040663347,5.57494147449748e-15,5.51817843402987e-13
"CHST15",2730.65073185578,-1.82407092010961,0.23390462507121,-7.79835336541246,6.2720176156032e-15,6.17075853602599e-13
"KCNJ8",272.151328022758,1.27989719299962,0.164371750321639,7.78660074188627,6.88360381521344e-15,6.73191721617161e-13
"SCNN1A",1021.4014757245,-1.21463640643893,0.156368578222129,-7.76777802963383,7.98748750684528e-15,7.76497892629744e-13
"CACNB4",123.507682869569,-1.87401740229129,0.242605764083526,-7.72453782939012,1.12259899540013e-14,1.08486904099852e-12
"CD82",2674.31343774169,-0.994055191061997,0.12921765969201,-7.69287412750954,1.43866033990171e-14,1.38212945125146e-12
"TRIM29",3604.94007411737,-0.714767387665737,0.0932107324335689,-7.66829493776535,1.74297736892675e-14,1.66469628007671e-12
"ZC3H11B",256.788566494912,1.24510175235295,0.162393784159417,7.66717617178419,1.75824209940267e-14,1.66951220740956e-12
"PLAT",218.792616994571,-1.62330978798464,0.212153053641013,-7.65159756187844,1.98497626002424e-14,1.87390938027259e-12
"TMC8",1134.33374528773,-0.837362019605972,0.109584910112859,-7.64121646624147,2.1517894049703e-14,2.01971405528592e-12
"NACAD",121.889325973425,2.0311464768415,0.266464236729927,7.62258568642426,2.48643958696695e-14,2.32048750481967e-12
"AIF1L",3346.12780371082,-0.552874977924952,0.0725861357630472,-7.61681238590489,2.60016835911619e-14,2.41283804778896e-12
"FZD2",719.748039576455,0.842005387898111,0.110613796846894,7.6121190294514,2.69638056476263e-14,2.48798233806234e-12
"MIR1915HG",665.632977736567,1.24615689053802,0.164127793018095,7.59260127503595,3.1354624228218e-14,2.87687484772616e-12
"ACOX1",1245.70544863837,0.80204647807256,0.105766473084085,7.58318259733339,3.37179776842657e-14,3.07643581865602e-12
"LOC105374947",112.00219983496,1.89558764957639,0.25086994797002,7.55605709219072,4.15471536419284e-14,3.7697117404443e-12
"PSG11",231.534963244472,1.85889620821015,0.246245752516155,7.54894729844403,4.38790371707106e-14,3.95929522139252e-12
"MAGED1",3131.94832811084,0.849963348403847,0.112987011321945,7.52266422891708,5.36711348418795e-14,4.81624711119547e-12
"KDSR",1027.51907619797,-0.75032617325981,0.100093091091843,-7.49628336057007,6.5652783211572e-14,5.85924183284915e-12
"LOC105373968",508.271866881121,0.943832334425859,0.125947450642346,7.49385818936555,6.68779811894595e-14,5.93614776514267e-12
"KLF9",1038.90560967964,-0.814343948197143,0.108700237247556,-7.49164830562916,6.80139720509515e-14,6.00434698127643e-12
"DPYSL3",235.501477505694,-1.37475377717073,0.183526039070161,-7.49078323782258,6.84638077962201e-14,6.01156402649391e-12
"KCNMA1",553.031963872891,-0.915846788776221,0.122449742314675,-7.47936885340802,7.46803952175077e-14,6.52235408926383e-12
"WNT7A",182.532133977187,-1.59724901937562,0.213807302132543,-7.47050733742225,7.98862160581107e-14,6.93990255670779e-12
"CLIP4",96.2717440514378,2.21808640039697,0.29773840588555,7.44978261638708,9.3494154887601e-14,8.07908220965238e-12
"ALDH3B1",717.139204581011,0.888554888251015,0.11962303960149,7.42795778481414,1.10287142080882e-13,9.48005054981562e-12
"SEMA3F",76.1104081170866,-1.91305955404721,0.257896525278223,-7.41793458435849,1.18960826289029e-13,1.01720848950388e-11
"LOC101929691",197.892616393106,-1.60205419006334,0.215990777275954,-7.41723424614802,1.19591327429817e-13,1.01727372894988e-11
"APOL1",290.122891504518,1.20391703237719,0.162511067079369,7.40821566194758,1.28010018169302e-13,1.08324332473629e-11
"IFRD1",5902.69722812033,0.680345233750538,0.0920563481879987,7.39053033432445,1.46244330371741e-13,1.2311661874388e-11
"TUBB4A",169.785688394445,1.98319307534589,0.268588330968232,7.38376484263741,1.53875126033047e-13,1.28876336326755e-11
"SMARCA1",3574.15007671986,0.956291432532429,0.129778775587671,7.36862732909983,1.72393830712148e-13,1.43649798121979e-11
"HPDL",356.465512807017,-1.0806343647762,0.147295642636063,-7.3364992028055,2.19253118567316e-13,1.81768626012254e-11
"TFR2",124.265657906804,-1.88661935218257,0.257398114440941,-7.32957720486896,2.30879943427439e-13,1.90440971518027e-11
"SNPH",681.06442720298,1.48211125162901,0.202483867771667,7.31965103165811,2.48616625651181e-13,2.04040539202769e-11
"AK4",3254.97407173613,-0.618184768320195,0.0845201969907582,-7.31404788831467,2.59212696187533e-13,2.11673087706739e-11
"TRIB2",4099.28335669015,0.957461703989868,0.131047356331723,7.3062267777934,2.74748325498116e-13,2.2324326627041e-11
"NETO2",1105.28034019089,-0.873226915782719,0.119658198208487,-7.29767729128971,2.9277781211703e-13,2.36715209281947e-11
"FOXF1",151.367732408406,-1.45584416708537,0.200438369594869,-7.26330078431572,3.77756636260569e-13,3.03917309527469e-11
"CADM4",2341.13307032991,0.847089697116984,0.116707418174526,7.25823354133523,3.92178019864065e-13,3.13973108844113e-11
"GJB3",1096.67736033794,-1.0350473493733,0.142660477320386,-7.2553195448015,4.00714686956483e-13,3.19242549627965e-11
"FLJ22447",490.769609961269,1.01104330721304,0.139510049995959,7.24710017122296,4.25789070499624e-13,3.37572189291255e-11
"MLPH",584.630770244403,-0.941995006402957,0.130469632239878,-7.22003266377748,5.19750884385534e-13,4.10075915158674e-11
"DBH-AS1",122.522301743021,-1.83594294434081,0.254379288341723,-7.21734444776997,5.30125797579694e-13,4.16250698368825e-11
"TNFAIP2",1685.84991525419,0.739366031922444,0.1025759849623,7.20798374194683,5.67864081194543e-13,4.43749099237764e-11
"TCTA",948.105044828275,0.769762866114642,0.10682590224381,7.20576985493467,5.77168164526533e-13,4.48871926811778e-11
"UBXN10",1466.77756278248,-0.807641159279226,0.112574530131142,-7.17427963801737,7.26888999159785e-13,5.62632755179033e-11
"GMEB1",527.70488023613,-0.808022017691308,0.112669484494072,-7.17161369220451,7.41188457663484e-13,5.68811930748237e-11
"ELF3",320.566895071723,-1.53989703748202,0.214724724227402,-7.17149384181396,7.41837749506334e-13,5.68811930748237e-11
"PERP",5064.92787879655,-0.725757257679705,0.101348028199176,-7.16103974172438,8.00674310229106e-13,6.11056674516905e-11
"PDGFRB",166.259249136273,2.93132987208306,0.410722443411544,7.13700923605449,9.53834386309909e-13,7.24559218475044e-11
"RAB39B",208.548101691227,1.20306755569872,0.168836494677136,7.12563689502875,1.03600504241429e-12,7.83334923736584e-11
"PSMD11",6086.36388442442,0.527420658327797,0.0741169136067938,7.11606342819234,1.11053204147367e-12,8.35816096836312e-11
"SEMA3A",387.298025727894,1.68041653471356,0.236436139687474,7.10727445023743,1.18356933658514e-12,8.86699743353599e-11
"LYPD5",661.992192414839,1.62878931410204,0.229231090935129,7.10544676752847,1.19933926696739e-12,8.94411365667191e-11
"GSPT1",5846.64077387071,-0.492676501408271,0.069530741717474,-7.08573631229444,1.38306939811893e-12,1.02674042773084e-10
"OXR1-AS1",220.709376258612,-1.6685743729247,0.235660071006242,-7.08042888131227,1.43709001931084e-12,1.06201602694048e-10
"LOC107984393",47.0159085765485,-4.08573720904016,0.577648351529228,-7.07305265950097,1.51561938333467e-12,1.11500431390189e-10
"TNFAIP8",260.895385198548,-1.37435704538481,0.194592653624389,-7.06273859668751,1.63252661482975e-12,1.19562442481612e-10
"LOC100287036",104.415383272616,-2.07525551251115,0.294082990830703,-7.05670024182333,1.70502877980738e-12,1.24314866213456e-10
"COL13A1",993.363118200554,-1.13467002055876,0.160991687450139,-7.0480037729288,1.81502719787272e-12,1.31746774202921e-10
