"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SEMA6B",853.744114351543,0.660232168088457,0.156545460184084,4.21751079406634,2.470139990326e-05,0.00265440882756054
"HSD3B7",89.0418938905534,-1.44822191395192,0.343971741094736,-4.2102932913697,2.55039380346062e-05,0.00272078967931502
"ANXA3",3541.21237482267,-0.636771397740991,0.151568853259826,-4.20120218663535,2.6550134115833e-05,0.00281202211836901
"DIO3OS",120.750125589708,-1.42949860200417,0.341118953805958,-4.1906161649913,2.78197938949311e-05,0.00292545004086554
"RASGRF1",1071.25431237659,0.563181422021375,0.134641370741188,4.18282596887655,2.87907782813517e-05,0.00300608395644014
"NR2F1",2222.64856690695,-0.606722682034685,0.145330795308535,-4.17477025943897,2.98286920288868e-05,0.00309252115527656
"ABCD1",1575.36988605009,0.721287758778313,0.17285374971885,4.17282101170211,3.00851283372671e-05,0.00309729552014857
"DEPDC7",950.628152442226,0.833713114114949,0.200212204471447,4.16414731717241,3.12518291807722e-05,0.00318697568307716
"MAOB",872.384358488278,0.615027988218192,0.147731525352353,4.16314653728304,3.13891776963856e-05,0.00318697568307716
"KISS1",99.2605659661319,-3.22327124376811,0.775471101484716,-4.15653302566252,3.23113482479184e-05,0.00325813471853325
"SAA2",1007.70358507721,-1.04475173672443,0.252375470351618,-4.13967227190839,3.47802335507038e-05,0.00348322856009158
"HERPUD1",2217.38822532871,-0.73344673256573,0.177346488957777,-4.13567100694252,3.53918939428579e-05,0.00352053690964023
"CDCA7",1527.58715046874,0.548465662985957,0.132695346076751,4.13326977321967,3.57638527166704e-05,0.00353366066909276
"MARCHF4",420.956947751698,-1.09931136534016,0.266161599426231,-4.13024030404822,3.62384245123433e-05,0.00355668057113812
"ERRFI1",2714.04001492723,-0.674898828785477,0.163606559136263,-4.12513307747872,3.70520453353868e-05,0.00358868560149713
"GJB3",1096.67736033794,-0.81532679978216,0.197621391236092,-4.12570114339553,3.69606980617728e-05,0.00358868560149713
"TNFRSF11B",873.795439424364,1.12749175410197,0.274389353933164,4.10909438700965,3.97213715793513e-05,0.0038220786430798
"HPDL",356.465512807017,0.9174703831544,0.223954804005844,4.09667650232883,4.19123953674337e-05,0.00398086635225392
"PFKFB4",1443.83485667629,0.635348493422168,0.155038643216036,4.09800086122304,4.16733731012705e-05,0.00398086635225392
"SBDSP1",1357.29908844129,-0.735716554236955,0.180157896019264,-4.08373194011039,4.43181514954918e-05,0.00418238350202968
"H2BC4",255.615066912544,1.17868977511615,0.289430963606197,4.07243841650573,4.65235033330415e-05,0.00436254150362444
"SLC7A5",26134.9259643452,0.73327695234149,0.181086724530105,4.04931368792628,5.13680537020625e-05,0.00478633219368205
"UAP1",1220.90679353166,-0.643551732006734,0.15911842110544,-4.04448289227483,5.24387371475094e-05,0.00485536533512977
"ACSS2",5508.71826705866,0.492402322408095,0.122034483821056,4.03494411571505,5.46152949525377e-05,0.00502528982682038
"SLC6A9",536.548513988194,-0.944675378077693,0.234438477178322,-4.02952360656711,5.58900032947231e-05,0.00507909029941305
"SLC22A4",236.787495966031,-1.04833423967174,0.260134290040985,-4.02997328613068,5.5783192068819e-05,0.00507909029941305
