"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Human T-cell leukemia virus 1 infection","12/219",0.810319587069582,0.99999528075095,0,0,0.799713830444538,0.168201056697062,"KAT2B;JUN;ZFP36;TGFB2;CSF2;IL15;LCK;ITGB2;SLC2A1;IL2RG;JAK3;ETS1"
"Vitamin digestion and absorption","1/24",0.813061070112129,0.99999528075095,0,0,0.600825699909689,0.124340310976071,"PLB1"
"ABC transporters","2/45",0.816618946126049,0.99999528075095,0,0,0.642530343053469,0.130165531171144,"ABCA1;ABCG1"
"Glycosphingolipid biosynthesis","2/45",0.816618946126049,0.99999528075095,0,0,0.642530343053469,0.130165531171144,"B3GNT3;ST3GAL1"
"Growth hormone synthesis, secretion and action","6/119",0.821501739795645,0.99999528075095,0,0,0.732925230134621,0.144108655614375,"SHC2;IRS1;IGFBP3;IRS2;CACNA1D;CACNA1F"
"Sphingolipid signaling pathway","6/119",0.821501739795645,0.99999528075095,0,0,0.732925230134621,0.144108655614375,"PPP2R5B;S1PR1;GAB2;PPP2R3A;S1PR4;SGPP2"
"Cushing syndrome","8/155",0.828363771250447,0.99999528075095,0,0,0.750947358809296,0.141405553259481,"CAMK2B;CACNA1I;WNT10A;CACNA1D;CACNA1F;CACNA1H;KCNK3;CACNA1G"
"Aminoacyl-tRNA biosynthesis","3/66",0.831145633132223,0.99999528075095,0,0,0.657609849288898,0.121625105384842,"TRNC;TRNP;TRNY"
"Cellular senescence","8/156",0.833536920121455,0.99999528075095,0,0,0.745833081403551,0.135799260649825,"TGFB2;CXCL8;GADD45B;IGFBP3;TRPV4;SERPINE1;CACNA1D;ETS1"
"Maturity onset diabetes of the young","1/26",0.837457287381012,0.99999528075095,0,0,0.552700296735905,0.0980407513807105,"BHLHA15"
"MicroRNAs in cancer","17/310",0.8433620584532,0.99999528075095,0,0,0.79965460340887,0.136228298689441,"PDGFRB;TGFB2;IRS1;TPM1;PDGFB;PDGFA;IRS2;EFNA5;THBS1;VEGFA;MARCKS;CYP24A1;PLAU;DDIT4;TIMP3;ITGA5;EZR"
"Amino sugar and nucleotide sugar metabolism","2/48",0.84374914080152,0.99999528075095,0,0,0.600529356702495,0.102029970796059,"HKDC1;HK2"
"Signaling pathways regulating pluripotency of stem cells","7/143",0.855899695849494,0.99999528075095,0,0,0.710117690891558,0.110495795039435,"BMP4;WNT10A;INHBB;INHBA;KLF4;JAK3;IGF1R"
"Butanoate metabolism","1/28",0.858671723198185,0.99999528075095,0,0,0.5117045829212,0.077967706628058,"ABAT"
"Phototransduction","1/28",0.858671723198185,0.99999528075095,0,0,0.5117045829212,0.077967706628058,"RGS9"
"Morphine addiction","4/91",0.870241644492057,0.99999528075095,0,0,0.634585309575695,0.0881974290616611,"GABBR2;GNGT2;PDE4C;GABRE"
"Non-small cell lung cancer","3/72",0.872168641499299,0.99999528075095,0,0,0.600232573163641,0.0820952961420061,"GADD45B;TGFA;JAK3"
"Ascorbate and aldarate metabolism","1/30",0.877119080750086,0.99999528075095,0,0,0.476363450322317,0.06245720950201,"KL"
"Glyoxylate and dicarboxylate metabolism","1/30",0.877119080750086,0.99999528075095,0,0,0.476363450322317,0.06245720950201,"AMT"
"Salivary secretion","4/93",0.880822869513826,0.99999528075095,0,0,0.620258134580845,0.0787099691975,"ATP1A2;ADRA1B;ATP1B1;KCNN4"
"Gastric cancer","7/149",0.882495419035946,0.99999528075095,0,0,0.679892319640646,0.084987682910005,"SHC2;TGFB2;WNT10A;SHH;GADD45B;CDH1;FGF1"
"Dopaminergic synapse","6/132",0.887599384389347,0.99999528075095,0,0,0.656845016487608,0.0783187720147443,"CAMK2B;GNGT2;PPP2R5B;CACNA1D;PPP2R3A;DRD2"
"Glutamatergic synapse","5/114",0.890254679998079,0.99999528075095,0,0,0.6328500436872,0.0735673619538788,"GNGT2;SLC1A1;PLA2G4C;CACNA1D;SHANK2"
"Metabolism of xenobiotics by cytochrome P450","3/76",0.894368044872446,0.99999528075095,0,0,0.56722098963952,0.0633233630826844,"ALDH3B1;CYP2E1;CYP3A5"
"Hedgehog signaling pathway","2/56",0.89917272061713,0.99999528075095,0,0,0.511342077043636,0.0543455063573835,"SHH;LRP2"
"SNARE interactions in vesicular transport","1/33",0.900377827678154,0.99999528075095,0,0,0.431634829376855,0.0452961022400996,"STX1B"
"mTOR signaling pathway","7/154",0.901407674279905,0.99999528075095,0,0,0.656589312327017,0.0681524309358243,"WNT10A;IRS1;DDIT4;ULK1;CASTOR1;SGK1;IGF1R"
"Inflammatory mediator regulation of TRP channels","4/98",0.904050521327018,0.99999528075095,0,0,0.587107490310844,0.0592215523495315,"CAMK2B;TRPV4;PLA2G4C;IL1RAP"
"Non-alcoholic fatty liver disease","7/155",0.904862444739983,0.99999528075095,0,0,0.652117654166835,0.0651937288838238,"JUN;CXCL8;IRS1;DDIT3;IRS2;CYP2E1;COX6B2"
"Propanoate metabolism","1/34",0.907108324002526,0.99999528075095,0,0,0.418532506069598,0.0408041590797418,"ABAT"
"RNA degradation","3/79",0.908676765814736,0.99999528075095,0,0,0.544742707437241,0.0521677436185642,"BTG1;ENO2;TOB1"
"Endometrial cancer","2/58",0.909831504799313,0.99999528075095,0,0,0.493026832113692,0.0465889926186122,"GADD45B;CDH1"
"Ubiquitin mediated proteolysis","6/140",0.916935059302686,0.99999528075095,0,0,0.617363665662751,0.0535369299881703,"HERC3;UBA7;FBXO2;UBE2QL1;BIRC2;BIRC3"
"Necroptosis","7/159",0.917665088076095,0.99999528075095,0,0,0.634819397599812,0.0545454491735954,"CAMK2B;PLA2G4C;TNFAIP3;PYGM;JAK3;BIRC2;BIRC3"
"Long-term depression","2/60",0.919427156188069,0.99999528075095,0,0,0.475974707523744,0.0399839978923741,"PLA2G4C;IGF1R"
"Peroxisome","3/82",0.921204797381893,0.99999528075095,0,0,0.523971636541464,0.043003873455899,"FAR2;PEX11G;XDH"
"T cell receptor signaling pathway","4/104",0.926565215513412,0.99999528075095,0,0,0.551702602230483,0.0420788245549544,"JUN;CSF2;LCK;GRAP2"
"Taste transduction","3/86",0.93546532377533,0.99999528075095,0,0,0.498612578098426,0.0332630439208194,"HCN4;GABBR2;SCNN1A"
"Glucagon signaling pathway","4/107",0.935933874679134,0.99999528075095,0,0,0.535546973688959,0.0354588070401206,"CAMK2B;SLC2A1;PYGM;PPARGC1A"
"Breast cancer","6/147",0.936886633664305,0.99999528075095,0,0,0.586492609432677,0.0382352083948497,"SHC2;JUN;WNT10A;GADD45B;FGF1;IGF1R"
"Glycine, serine and threonine metabolism","1/40",0.938952245828753,0.99999528075095,0,0,0.35402876055695,0.022300504394138,"AMT"
"Nicotine addiction","1/40",0.938952245828753,0.99999528075095,0,0,0.35402876055695,0.022300504394138,"GABRE"
"Oocyte meiosis","5/129",0.940963330895939,0.99999528075095,0,0,0.555845574116744,0.0338238192762597,"CAMK2B;SPDYA;PPP2R5B;CPEB2;IGF1R"
"Protein processing in endoplasmic reticulum","7/171",0.947523895154232,0.99999528075095,0,0,0.587987532259823,0.0316943643817132,"PPP1R15A;DNAJB2;FBXO2;DDIT3;SEC24D;CRYAB;HERPUD1"
"Shigellosis","11/246",0.947768925502327,0.99999528075095,0,0,0.644264224151639,0.0345612681926482,"C3;GABARAPL1;JUN;CSF2;CXCL8;TNIP1;MYL2;HKDC1;ITGA5;MYL9;HK2"
"Type I diabetes mellitus","1/43",0.950512456591924,0.99999528075095,0,0,0.328688003391267,0.0166822348141528,"PTPRN"
"Vasopressin-regulated water reabsorption","1/44",0.953857441151475,0.99999528075095,0,0,0.321026844248154,0.0151656456676609,"ARHGDIB"
"Yersinia infection","5/137",0.958311391050349,0.99999528075095,0,0,0.521932494588745,0.022225196179665,"JUN;CXCL8;LCK;CCL2;ITGA5"
"Pathogenic Escherichia coli infection","8/197",0.959453210356151,0.99999528075095,0,0,0.582744457464815,0.0241208008542679,"JUN;TUBB6;CXCL8;CLDN9;LPAR1;EZR;SEC24D;CLDN1"
"Tuberculosis","7/180",0.963138812360194,0.99999528075095,0,0,0.557127227931739,0.0209244350156985,"C3;CAMK2B;TGFB2;IL23A;IL10RA;ITGB2;PLA2R1"
"PPAR signaling pathway","2/74",0.964035119371879,0.99999528075095,0,0,0.383135362534026,0.0140333112385651,"OLR1;ANGPTL4"
"Diabetic cardiomyopathy","8/203",0.9677615837345,0.99999528075095,0,0,0.564630298858487,0.0185026637788909,"COL1A1;CAMK2B;TGFB2;IRS1;NCF2;MMP2;SLC2A1;COX6B2"
"Viral carcinogenesis","8/203",0.9677615837345,0.99999528075095,0,0,0.564630298858487,0.0185026637788909,"C3;KAT2B;JUN;GSN;H2BC15;TRAF1;JAK3;CCR3"
"Progesterone-mediated oocyte maturation","3/100",0.96864556234552,0.99999528075095,0,0,0.42632618985616,0.0135812648447054,"SPDYA;CPEB2;IGF1R"
"Cysteine and methionine metabolism","1/50",0.969681624625938,0.99999528075095,0,0,0.281626597226428,0.00867057418611166,"IL4I1"
"N-Glycan biosynthesis","1/50",0.969681624625938,0.99999528075095,0,0,0.281626597226428,0.00867057418611166,"MGAT3"
"Melanogenesis","3/101",0.970257777371686,0.99999528075095,0,0,0.421953179488735,0.0127402403384067,"CAMK2B;WNT10A;EDN1"
"Hepatocellular carcinoma","6/168",0.973657318389968,0.99999528075095,0,0,0.509886655083975,0.0136118660306151,"SHC2;TGFB2;WNT10A;GADD45B;TGFA;IGF1R"
"Retrograde endocannabinoid signaling","5/148",0.974600738229522,0.99999528075095,0,0,0.481497668997669,0.0123876788458599,"GNGT2;CACNA1D;CACNA1F;GABRE;MGLL"
"Autoimmune thyroid disease","1/53",0.975425256168717,0.99999528075095,0,0,0.26533611047706,0.00660202488335992,"TG"
"Salmonella infection","10/249",0.97547730022687,0.99999528075095,0,0,0.575337243493396,0.0142846969308149,"JUN;TUBB6;CXCL8;AHNAK;MYL2;AHNAK2;FLNC;MYL9;BIRC2;BIRC3"
"B cell receptor signaling pathway","2/81",0.976219878044648,0.99999528075095,0,0,0.349055096651725,0.00840086017293883,"JUN;CD72"
"Fanconi anemia pathway","1/54",0.977087070083231,0.99999528075095,0,0,0.260315771793293,0.00603399231417376,"POLN"
"Coronavirus disease","9/232",0.977596596640894,0.99999528075095,0,0,0.555023090823907,0.0125758086070255,"C3;JUN;CSF2;CXCL8;VWF;C1S;F13A1;CCL2;HBEGF"
"Influenza A","6/172",0.977864478714861,0.99999528075095,0,0,0.497492576411379,0.0111359675431732,"TPSD1;TPSB2;CXCL8;TMPRSS4;CCL2;TPSAB1"
"Endocytosis","10/252",0.978046584229448,0.99999528075095,0,0,0.568112381881137,0.0126109461234173,"EHD2;PARD6B;PSD2;CAV2;CAV1;IQSEC3;IL2RG;FOLR1;RAB11FIP5;IGF1R"
"Natural killer cell mediated cytotoxicity","4/131",0.979688162671389,0.99999528075095,0,0,0.433779234844715,0.00890156602778799,"SHC2;CSF2;LCK;ITGB2"
"Glutathione metabolism","1/57",0.981428475236122,0.99999528075095,0,0,0.246330542602798,0.00461774704328488,"GPX3"
"Chemical carcinogenesis","9/239",0.982922298721772,0.99999528075095,0,0,0.537926670992862,0.00926589826037855,"JUN;BCL6;CACNA1D;CYP2E1;CACNA1F;KLF4;CYP3A5;VEGFA;CYP3A7"
"PD-L1 expression and PD-1 checkpoint pathway in cancer","2/89",0.985279768480838,0.99999528075095,0,0,0.316821544684228,0.00469835237429444,"JUN;LCK"
"Measles","4/139",0.986412804345702,0.99999528075095,0,0,0.4078975629905,0.00558017992907914,"JUN;TNFAIP3;IL2RG;JAK3"
"Lysine degradation","1/63",0.987800341047583,0.99999528075095,0,0,0.222420312051307,0.00273013940502472,"PLOD2"
"Spinocerebellar ataxia","4/143",0.988921317961946,0.99999528075095,0,0,0.396073921531919,0.00441246456909181,"KCND3;KCNC3;RORA;ULK1"
"Neutrophil extracellular trap formation","6/189",0.98968038944912,0.99999528075095,0,0,0.450862395175958,0.00467689793372466,"C3;H2BC15;VWF;NCF2;ITGB2;FPR3"
"Acute myeloid leukemia","1/67",0.990781534053902,0.99999528075095,0,0,0.208895333153493,0.00193462541815228,"CSF2"
"Long-term potentiation","1/67",0.990781534053902,0.99999528075095,0,0,0.208895333153493,0.00193462541815228,"CAMK2B"
"mRNA surveillance pathway","2/98",0.991481726406045,0.99999528075095,0,0,0.286980326651819,0.00245504823340213,"PPP2R5B;PPP2R3A"
"Cell cycle","3/124",0.991486885200044,0.99999528075095,0,0,0.341323542052976,0.0029181655360036,"CDKN2D;TGFB2;GADD45B"
"Prolactin signaling pathway","1/70",0.992528945910233,0.99999528075095,0,0,0.199780673461489,0.00149817568807249,"SHC2"
"RIG-I-like receptor signaling pathway","1/70",0.992528945910233,0.99999528075095,0,0,0.199780673461489,0.00149817568807249,"CXCL8"
"Lysosome","3/128",0.99319406845989,0.99999528075095,0,0,0.330329866270431,0.00225588790242396,"LAMP3;SLC11A1;LAPTM5"
"Pancreatic secretion","2/102",0.993334861835459,0.99999528075095,0,0,0.275441722345954,0.0018420025784827,"ATP1A2;ATP1B1"
"Inositol phosphate metabolism","1/73",0.993945223559472,0.99999528075095,0,0,0.191425568743818,0.00116256211304283,"SYNJ2"
"C-type lectin receptor signaling pathway","2/104",0.994106999386368,0.99999528075095,0,0,0.2700117909079,0.00159588656183479,"JUN;IL23A"
"Toll-like receptor signaling pathway","2/104",0.994106999386368,0.99999528075095,0,0,0.2700117909079,0.00159588656183479,"JUN;CXCL8"
"Systemic lupus erythematosus","3/135",0.995416982174572,0.99999528075095,0,0,0.312694178035931,0.00143637698242606,"C3;H2BC15;C1S"
"Prion disease","9/273",0.995772863636777,0.99999528075095,0,0,0.467783242876527,0.0019815747062489,"TUBB6;NCF2;CAV2;DDIT3;CAV1;CACNA1D;NCAM1;COX6B2;CACNA1F"
"Hepatitis B","4/162",0.995900422809686,0.99999528075095,0,0,0.348087148840055,0.00142994322375265,"JUN;TGFB2;CXCL8;JAK3"
"Alcoholism","5/186",0.995949135449104,0.99999528075095,0,0,0.379628716127335,0.0015409477053409,"SHC2;GNGT2;H2BC15;FOSB;DRD2"
"Thermogenesis","7/232",0.996117013446979,0.99999528075095,0,0,0.427163437655241,0.00166189854138386,"NPPB;KDM3A;BMP8A;BMP8B;COX6B2;PPARGC1A;MGLL"
"Human cytomegalovirus infection","6/225",0.998156130830175,0.99999528075095,0,0,0.37601362722998,0.000693959917126695,"GNGT2;CXCL8;IL10RA;CCL2;CCR3;VEGFA"
"Epstein-Barr virus infection","5/202",0.998213549214485,0.99999528075095,0,0,0.348493775682862,0.00062312373512702,"JUN;GADD45B;ENTPD8;TNFAIP3;JAK3"
"Phosphatidylinositol signaling system","1/97",0.998873012054681,0.99999528075095,0,0,0.143383716617211,0.000161682844613536,"SYNJ2"
"Parkinson disease","6/249",0.999450155507489,0.99999528075095,0,0,0.338435233446402,0.000186137927330043,"CAMK2B;TUBB6;UBA7;DDIT3;COX6B2;DRD2"
"Amyotrophic lateral sclerosis","11/364",0.999480490214899,0.99999528075095,0,0,0.42615294062848,0.000221448149828262,"GABARAPL1;TUBB6;GPX3;NRG4;DDIT3;DNAH5;ULK1;NRG1;ANG;COX6B2;PRPH"
"Alzheimer disease","11/369",0.999583217423983,0.99999528075095,0,0,0.420086262327663,0.000175121130815974,"WNT10A;TUBB6;LRP1;IRS1;DDIT3;ULK1;IRS2;CACNA1D;COX6B2;CACNA1F;DKK1"
"Huntington disease","8/306",0.999659802138504,0.99999528075095,0,0,0.367410877387906,0.000125013660673476,"TUBB6;KCNJ10;GPX3;DNAH5;ULK1;COX6B2;PPARGC1A;TGM2"
"Hepatitis C","2/157",0.999790411076974,0.99999528075095,0,0,0.17717747922504,3.71383290823843e-05,"CLDN9;CLDN1"
"Oxidative phosphorylation","1/133",0.99990721440264,0.99999528075095,0,0,0.104076746695441,9.65727114822508e-06,"COX6B2"
"Pathways of neurodegeneration","14/475",0.9999272199879,0.99999528075095,0,0,0.413788621056651,3.011663680509e-05,"CAMK2B;GABARAPL1;WNT10A;UBA7;GPX3;DNAH5;CACNA1D;COX6B2;CACNA1F;DKK1;TUBB6;DDIT3;ULK1;PRPH"
"Spliceosome","1/150",0.999969602140915,0.99999528075095,0,0,0.0921175791129787,2.8002197496846e-06,"RNVU1-1"
"Human immunodeficiency virus 1 infection","2/212",0.99999061872975,0.99999528075095,0,0,0.130384982500795,1.22318249483064e-06,"JUN;GNGT2"
"RNA transport","1/186",0.999994299197184,0.99999528075095,0,0,0.0740476381425936,4.22132187283012e-07,"RNVU1-1"
"Olfactory transduction","2/440",0.99999528075095,0.99999528075095,0,0,0.061740448078429,2.91369238455722e-07,"CAMK2B;ANO2"
