"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)","4/29",5.76670916978275e-05,0.077222393743306,0,0,22.1851748251748,216.545584252795,"PPP1R15A;DDIT3;TRIB3;CHAC1"
"regulation of protein kinase B signaling (GO:0051896)","8/207",0.000149899266461499,0.077222393743306,0,0,5.68424858103467,50.0529183036577,"PKHD1;DDIT3;CASS4;CHI3L1;TRIB3;CCR7;F3;FGF3"
"response to endoplasmic reticulum stress (GO:0034976)","6/110",0.000162687627268201,0.077222393743306,0,0,8.08060556464812,70.4926057821793,"PPP1R15A;DDIT3;DNAJB9;TRIB3;CHAC1;ATF3"
"regulation of cell migration (GO:0030334)","11/408",0.000220343358447867,0.0784422356074405,0,0,3.96384649577715,33.3768698307034,"MCTP1;ANXA1;SERPINE2;SEMA3A;NOG;CASS4;SNAI2;CCN1;SGK1;F3;FGF3"
"cell-cell junction organization (GO:0045216)","5/82",0.000346922738852627,0.094130505890607,0,0,9.043351015182,72.0430280106914,"PKHD1;CADM1;CDH11;LIMS2;SDK2"
"response to hydrogen peroxide (GO:0042542)","4/49",0.000459040744112893,0.094130505890607,0,0,12.3126651126651,94.6397192540739,"ANXA1;TNFAIP3;HMOX1;AQP1"
"regulation of germinal center formation (GO:0002634)","2/5",0.000528823066801163,0.094130505890607,0,0,91.264367816092,688.576572365712,"BCL6;TNFAIP3"
"cellular response to salt stress (GO:0071472)","2/5",0.000528823066801163,0.094130505890607,0,0,91.264367816092,688.576572365712,"AKR1B1;AQP1"
"cellular hyperosmotic response (GO:0071474)","2/6",0.000789408964019307,0.102876616899974,0,0,68.4448275862069,488.985319497853,"AKR1B1;AQP1"
"positive regulation of epithelial cell differentiation involved in kidney development (GO:2000698)","2/6",0.000789408964019307,0.102876616899974,0,0,68.4448275862069,488.985319497853,"PAX8;CD24"
"cellular response to cytokine stimulus (GO:0071345)","11/482",0.000887599316582301,0.102876616899974,0,0,3.32836892718871,23.3884156232113,"IL11;CSF2;ANXA1;BCL6;IL10RA;LCN2;HMOX1;CHI3L1;CCR7;IL2RG;F3"
"intrinsic apoptotic signaling pathway (GO:0097193)","5/102",0.000941818776032408,0.102876616899974,0,0,7.17148250326702,49.9687220290533,"PPP1R15A;DDIT3;TRIB3;CHAC1;CD24"
"positive regulation of vasculature development (GO:1904018)","5/102",0.000941818776032408,0.102876616899974,0,0,7.17148250326702,49.9687220290533,"VASH2;HMOX1;CHI3L1;F3;AQP1"
"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","3/28",0.00111373062599333,0.102876616899974,0,0,16.5233333333333,112.359327180683,"CSF2;SNAI2;INHBA"
"positive regulation of protein kinase B signaling (GO:0051897)","6/161",0.00123201492996055,0.102876616899974,0,0,5.40782429649966,36.2275789738266,"CASS4;CHI3L1;TRIB3;CCR7;F3;FGF3"
"limb development (GO:0060173)","3/29",0.0012355847500315,0.102876616899974,0,0,15.8870192307692,106.382831963602,"NOG;LRP4;DKK1"
"regulation of macrophage derived foam cell differentiation (GO:0010743)","3/31",0.00150373557361187,0.102876616899974,0,0,14.750744047619,95.8769287067201,"ABCA1;CSF2;ABCG1"
"positive regulation of angiogenesis (GO:0045766)","5/116",0.0016710041731978,0.102876616899974,0,0,6.26253013576957,40.0446876543872,"VASH2;HMOX1;CHI3L1;F3;AQP1"
"regulation of complement-dependent cytotoxicity (GO:1903659)","2/9",0.0018673275806489,0.102876616899974,0,0,39.1054187192118,245.709003737199,"IL11;CD55"
"negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)","2/9",0.0018673275806489,0.102876616899974,0,0,39.1054187192118,245.709003737199,"NOG;DKK1"
"regulation of nephron tubule epithelial cell differentiation (GO:0072182)","2/9",0.0018673275806489,0.102876616899974,0,0,39.1054187192118,245.709003737199,"PAX8;CD24"
"cell junction organization (GO:0034330)","4/72",0.00195640157612668,0.102876616899974,0,0,8.13862607980255,50.7577495114679,"PKHD1;LRP4;LIMS2;SDK2"
"cellular response to hydrogen peroxide (GO:0070301)","3/35",0.00214307002002043,0.102876616899974,0,0,12.904296875,79.3035614841786,"ANXA1;TNFAIP3;AQP1"
"negative regulation of cholesterol storage (GO:0010887)","2/10",0.00232292460926634,0.102876616899974,0,0,34.2155172413793,207.514658123856,"ABCA1;ABCG1"
"positive regulation of intracellular signal transduction (GO:1902533)","11/546",0.00238122608860777,0.102876616899974,0,0,2.92053326003299,17.6404290662821,"IL11;DDIT3;CASS4;HMOX1;SECTM1;CHI3L1;TRIB3;CCR7;F3;FGF3;BIRC3"
"synapse organization (GO:0050808)","5/126",0.00240011702444068,0.102876616899974,0,0,5.74205563962286,34.637444979316,"CACNB1;ACHE;LRP4;DKK1;SDK2"
"negative regulation of epithelial cell apoptotic process (GO:1904036)","3/37",0.00251706778680478,0.102876616899974,0,0,12.1439950980392,72.6776893736332,"PKHD1;IL11;TNFAIP3"
"regulation of response to external stimulus (GO:0032101)","5/130",0.00274822200348683,0.102876616899974,0,0,5.55718309859155,32.769603523099,"ANXA1;BCL6;MGLL;CD55;BIRC3"
"pyrimidine nucleoside salvage (GO:0043097)","2/11",0.00282547208147417,0.102876616899974,0,0,30.4122605363985,178.491984590451,"CDA;UPP1"
"pyrimidine-containing compound salvage (GO:0008655)","2/11",0.00282547208147417,0.102876616899974,0,0,30.4122605363985,178.491984590451,"CDA;UPP1"
"negative regulation of protein maturation (GO:1903318)","2/11",0.00282547208147417,0.102876616899974,0,0,30.4122605363985,178.491984590451,"SERPINE2;CHAC1"
"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)","2/11",0.00282547208147417,0.102876616899974,0,0,30.4122605363985,178.491984590451,"DDIT3;ATF3"
"negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","4/80",0.00287468252800225,0.102876616899974,0,0,7.27898417372102,42.5952544756925,"CSF2;TNFAIP3;HMOX1;SNAI2"
"skin development (GO:0043588)","4/80",0.00287468252800225,0.102876616899974,0,0,7.27898417372102,42.5952544756925,"ANXA1;COL5A1;COL5A3;ALOXE3"
"negative regulation of cell differentiation (GO:0045596)","6/191",0.00291528340174715,0.102876616899974,0,0,4.52397929844738,26.4100331556938,"ABCA1;COL5A1;NOG;SNAI2;TRIB3;ABCG1"
"regulation of interleukin-8 production (GO:0032677)","4/81",0.00300699441376456,0.102876616899974,0,0,7.18408863863409,41.7166681559512,"ANXA1;DDIT3;CHI3L1;F3"
"negative regulation of protein kinase B signaling (GO:0051898)","3/40",0.00314961556610629,0.102876616899974,0,0,11.1576576576577,64.2734066130431,"PKHD1;DDIT3;TRIB3"
"regulation of defense response (GO:0031347)","4/83",0.00328398700694345,0.102876616899974,0,0,7.00150482428963,40.0394849413245,"ANXA1;BCL6;MGLL;BIRC3"
"organic substance transport (GO:0071702)","5/136",0.00333698138972293,0.102876616899974,0,0,5.30104289861305,30.2301972038279,"SLC22A4;ABCA1;ARRDC3;SPNS2;ABCG1"
"regulation of astrocyte differentiation (GO:0048710)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"SERPINE2;NOG"
"nucleoside salvage (GO:0043174)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"CDA;UPP1"
"phospholipid efflux (GO:0033700)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"ABCA1;ABCG1"
"phospholipid homeostasis (GO:0055091)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"ABCA1;ABCG1"
"positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"PAX8;NOG"
"glomerular visceral epithelial cell differentiation (GO:0072112)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"NPHS1;CD24"
"urogenital system development (GO:0001655)","2/12",0.00337426472693472,0.102876616899974,0,0,27.3696551724138,155.776522787786,"ANXA1;PAX8"
"positive regulation of cytokine production (GO:0001819)","8/335",0.00339550631622106,0.102876616899974,0,0,3.43669284755682,19.538638071039,"CSF2;ANXA1;CADM1;DDIT3;HMOX1;CHI3L1;CCR7;F3"
"regulation of angiogenesis (GO:0045765)","6/203",0.00393115257893293,0.108678721021026,0,0,4.24581488281672,23.5168155091005,"VASH2;HMOX1;TNFAIP3;CHI3L1;F3;AQP1"
"negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)","2/13",0.0039686049811049,0.108678721021026,0,0,24.8802507836991,137.571381696779,"PPP1R15A;DNAJB9"
"negative regulation of macrophage derived foam cell differentiation (GO:0010745)","2/13",0.0039686049811049,0.108678721021026,0,0,24.8802507836991,137.571381696779,"ABCA1;ABCG1"
"response to nitric oxide (GO:0071731)","2/13",0.0039686049811049,0.108678721021026,0,0,24.8802507836991,137.571381696779,"CCR7;AQP1"
"intracellular sterol transport (GO:0032366)","2/13",0.0039686049811049,0.108678721021026,0,0,24.8802507836991,137.571381696779,"ABCA1;ABCG1"
"second-messenger-mediated signaling (GO:0019932)","4/89",0.0042182669619663,0.11333607837434,0,0,6.50530645824763,35.5731683703667,"RCAN1;HRH1;MCTP1;CCR7"
"positive regulation of transport (GO:0051050)","4/91",0.00456570513524547,0.119300206245415,0,0,6.3551161482196,34.2488795323161,"ANXA1;TFR2;SGK1;IL2RG"
"pyrimidine nucleoside biosynthetic process (GO:0046134)","2/14",0.00460780290975972,0.119300206245415,0,0,22.8057471264368,122.695013678312,"CDA;UPP1"
"regulation of cytokine production (GO:0001817)","5/150",0.005055796364642,0.127705674911013,0,0,4.78581835842642,25.3036740573333,"ANXA1;CADM1;BCL6;SNAI2;CCR7"
"regulation of branching involved in ureteric bud morphogenesis (GO:0090189)","2/15",0.0052911761374647,0.127705674911013,0,0,21.0503978779841,110.340180536771,"PAX8;NOG"
"negative regulation of protein processing (GO:0010955)","2/15",0.0052911761374647,0.127705674911013,0,0,21.0503978779841,110.340180536771,"SERPINE2;CHAC1"
"intracellular cholesterol transport (GO:0032367)","2/15",0.0052911761374647,0.127705674911013,0,0,21.0503978779841,110.340180536771,"ABCA1;ABCG1"
"positive regulation of cell motility (GO:2000147)","6/221",0.00591774224911658,0.133901607470455,0,0,3.88678871845621,19.9384498549443,"SEMA3A;CASS4;SNAI2;CCR7;CCN1;F3"
"regulation of cholesterol storage (GO:0010885)","2/16",0.00601804977395303,0.133901607470455,0,0,19.5458128078818,99.9375851058324,"ABCA1;ABCG1"
"regulation of hormone secretion (GO:0046883)","2/16",0.00601804977395303,0.133901607470455,0,0,19.5458128078818,99.9375851058324,"IL11;ANXA1"
"regulation of interleukin-1 production (GO:0032652)","2/16",0.00601804977395303,0.133901607470455,0,0,19.5458128078818,99.9375851058324,"ANXA1;CCR7"
"T cell mediated immunity (GO:0002456)","2/16",0.00601804977395303,0.133901607470455,0,0,19.5458128078818,99.9375851058324,"CADM1;CD55"
"cytokine-mediated signaling pathway (GO:0019221)","11/621",0.00623516628861107,0.136598104538187,0,0,2.55150675024108,12.9554031762817,"IL11;CSF2;ANXA1;BCL6;IL10RA;LCN2;HMOX1;TNFRSF11B;IL2RG;F3;BIRC3"
"myeloid cell differentiation (GO:0030099)","3/52",0.00660802641686415,0.136865009115806,0,0,8.42006802721088,42.2642809239828,"IL11;CSF2;INHBA"
"regulation of cell killing (GO:0031341)","2/17",0.0067877563485638,0.136865009115806,0,0,18.2418390804598,91.0748410959975,"IL11;CD55"
"cell surface receptor signaling pathway involved in heart development (GO:0061311)","2/17",0.0067877563485638,0.136865009115806,0,0,18.2418390804598,91.0748410959975,"NOG;SNAI2"
"regulation of leukocyte migration (GO:0002685)","2/17",0.0067877563485638,0.136865009115806,0,0,18.2418390804598,91.0748410959975,"ANXA1;HMOX1"
"reverse cholesterol transport (GO:0043691)","2/17",0.0067877563485638,0.136865009115806,0,0,18.2418390804598,91.0748410959975,"ABCA1;ABCG1"
"cell junction assembly (GO:0034329)","4/102",0.00682402784215044,0.136865009115806,0,0,5.6386470672185,28.1216549036958,"ACHE;CDH11;SDK2;LIMS2"
"inflammatory response (GO:0006954)","6/230",0.0071479414722988,0.140543912702372,0,0,3.72891337386018,18.4243031993478,"HRH1;ANXA1;CHI3L1;ADM;CCR7;MGLL"
"unsaturated fatty acid metabolic process (GO:0033559)","3/54",0.00733796596140995,0.140543912702372,0,0,8.0890522875817,39.7552134409777,"ALOXE3;MGLL;PTGS1"
"negative regulation of canonical Wnt signaling pathway (GO:0090090)","5/165",0.00750985676780535,0.140543912702372,0,0,4.33384683098592,21.199180297934,"DDIT3;NOG;SNAI2;LRP4;DKK1"
"amyloid precursor protein metabolic process (GO:0042982)","2/18",0.00759963572899065,0.140543912702372,0,0,17.1008620689655,83.4463064704165,"ACHE;ABCG1"
"cellular response to glucocorticoid stimulus (GO:0071385)","2/18",0.00759963572899065,0.140543912702372,0,0,17.1008620689655,83.4463064704165,"ANXA1;AQP1"
"positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)","2/18",0.00759963572899065,0.140543912702372,0,0,17.1008620689655,83.4463064704165,"ANXA1;HMOX1"
"negative regulation of striated muscle cell differentiation (GO:0051154)","2/19",0.00845303505992783,0.151640822061922,0,0,16.0941176470588,76.8209207250403,"BHLHA15;DKK1"
"arachidonic acid metabolic process (GO:0019369)","3/57",0.00851914730684957,0.151640822061922,0,0,7.63850308641975,36.4008206968271,"ALOXE3;MGLL;PTGS1"
"icosanoid metabolic process (GO:0006690)","3/57",0.00851914730684957,0.151640822061922,0,0,7.63850308641975,36.4008206968271,"ALOXE3;MGLL;PTGS1"
"cellular iron ion homeostasis (GO:0006879)","3/58",0.00893618907956507,0.153808077073044,0,0,7.49924242424242,35.3787714617061,"TFR2;LCN2;HMOX1"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","3/58",0.00893618907956507,0.153808077073044,0,0,7.49924242424242,35.3787714617061,"NOG;INHBA;DKK1"
"negative regulation of lipid storage (GO:0010888)","2/20",0.00934730868647747,0.153808077073044,0,0,15.1992337164751,71.0209550480393,"ABCA1;ABCG1"
"positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)","2/20",0.00934730868647747,0.153808077073044,0,0,15.1992337164751,71.0209550480393,"RAET1E;CADM1"
"phospholipid transport (GO:0015914)","3/59",0.00936500628454458,0.153808077073044,0,0,7.36495535714286,34.4000513616673,"ABCA1;ATP8B2;ABCG1"
"regulation of secretion by cell (GO:1903530)","3/59",0.00936500628454458,0.153808077073044,0,0,7.36495535714286,34.4000513616673,"MCTP1;ANXA1;SYT1"
"positive regulation of gene expression (GO:0010628)","9/482",0.00939698223690645,0.153808077073044,0,0,2.67212059931979,12.4717666498784,"CSF2;CADM1;TFR2;LAMP3;NOG;INHBA;DKK1;F3;FGF3"
"positive regulation of cellular component organization (GO:0051130)","4/114",0.0100179490066808,0.162108629380834,0,0,5.02047043865226,23.111117615453,"PPP1R15A;TFR2;HAS3;LRP4"
"positive regulation of interleukin-8 production (GO:0032757)","3/61",0.0102582258852626,0.162307929562376,0,0,7.11027298850575,32.5627420784233,"DDIT3;CHI3L1;F3"
"iron ion homeostasis (GO:0055072)","3/61",0.0102582258852626,0.162307929562376,0,0,7.11027298850575,32.5627420784233,"TFR2;LCN2;HMOX1"
"negative regulation of cytokine production (GO:0001818)","5/182",0.0111774811869369,0.169360406040856,0,0,3.91421978196865,17.5899327445786,"ANXA1;DDIT3;TNFAIP3;CCR7;INHBA"
"cellular response to reactive oxygen species (GO:0034614)","3/63",0.0111992898764657,0.169360406040856,0,0,6.87256944444444,30.8709284082993,"ANXA1;TNFAIP3;AQP1"
"negative regulation of B cell activation (GO:0050869)","2/22",0.011255931824542,0.169360406040856,0,0,13.6779310344828,61.3709618602099,"TNFAIP3;INHBA"
"negative regulation of phosphate metabolic process (GO:0045936)","2/22",0.011255931824542,0.169360406040856,0,0,13.6779310344828,61.3709618602099,"CDA;INHBA"
"protein secretion (GO:0009306)","3/64",0.0116879001271605,0.169360406040856,0,0,6.75956284153005,30.0746547644798,"ABCA1;PORCN;ANXA1"
"plasma membrane organization (GO:0007009)","3/64",0.0116879001271605,0.169360406040856,0,0,6.75956284153005,30.0746547644798,"EHD2;COL5A1;DYSF"
"cytoskeleton organization (GO:0007010)","4/120",0.0119252558915899,0.169360406040856,0,0,4.75934410417169,21.079595665849,"KISS1;FGD5;KRT13;TNFAIP3"
"regulation of cellular catabolic process (GO:0031329)","3/65",0.0121886289308186,0.169360406040856,0,0,6.65020161290323,29.3091131400691,"LAMP3;DDIT3;TRIB3"
"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)","2/23",0.0122690254278839,0.169360406040856,0,0,13.0259441707718,57.3229787856649,"CSF2;SNAI2"
"negative regulation of signal transduction in absence of ligand (GO:1901099)","2/23",0.0122690254278839,0.169360406040856,0,0,13.0259441707718,57.3229787856649,"CSF2;SNAI2"
"ear morphogenesis (GO:0042471)","2/23",0.0122690254278839,0.169360406040856,0,0,13.0259441707718,57.3229787856649,"PAX8;NOG"
"positive regulation of morphogenesis of an epithelium (GO:1905332)","2/23",0.0122690254278839,0.169360406040856,0,0,13.0259441707718,57.3229787856649,"PAX8;NOG"
"positive regulation of natural killer cell mediated immunity (GO:0002717)","2/23",0.0122690254278839,0.169360406040856,0,0,13.0259441707718,57.3229787856649,"RAET1E;CADM1"
"regulation of anatomical structure morphogenesis (GO:0022603)","4/123",0.0129604417120475,0.169360406040856,0,0,4.63865546218487,20.1589171030869,"BCL6;VASH2;HMOX1;TNFAIP3"
"negative regulation of ossification (GO:0030279)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"LRP4;DKK1"
"neuromuscular junction development (GO:0007528)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"CACNB1;LRP4"
"cholesterol efflux (GO:0033344)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"ABCA1;ABCG1"
"dendritic cell differentiation (GO:0097028)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"CSF2;CCR7"
"extracellular matrix assembly (GO:0085029)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"LAMB3;HAS3"
"lipid translocation (GO:0034204)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"ABCA1;ATP8B2"
"positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"DDIT3;ATF3"
"wound healing, spreading of cells (GO:0044319)","2/24",0.0133204813739999,0.169360406040856,0,0,12.4332288401254,53.69230786103,"COL5A1;CCN1"
"negative regulation of Wnt signaling pathway (GO:0030178)","5/191",0.0135434308183901,0.17067119898573,0,0,3.72311827956989,16.0163099963369,"DDIT3;NOG;SNAI2;LRP4;DKK1"
"positive regulation of multicellular organismal process (GO:0051240)","7/345",0.0139798692399692,0.174625735067685,0,0,2.88683431952663,12.3271777392498,"ABCA1;ACHE;CADM1;PAX8;NOG;LCN2;INHBA"
"negative regulation of signal transduction (GO:0009968)","6/267",0.0141884951257178,0.175690583121931,0,0,3.19426102551561,13.5926151096074,"CYP26B1;NOG;SNAI2;TNFAIP3;CHAC1;DKK1"
"regulation of protein processing (GO:0070613)","2/25",0.0144096890009106,0.176891354631868,0,0,11.8920539730135,50.4205779734727,"SERPINE2;CHAC1"
"positive regulation of cell-substrate adhesion (GO:0010811)","3/70",0.0148755485202274,0.178006563805074,0,0,6.1523631840796,25.8893685502156,"CASS4;CCR7;LIMS2"
"sterol metabolic process (GO:0016125)","3/70",0.0148755485202274,0.178006563805074,0,0,6.1523631840796,25.8893685502156,"ABCA1;CYP26B1;ABCG1"
"wound healing (GO:0042060)","3/70",0.0148755485202274,0.178006563805074,0,0,6.1523631840796,25.8893685502156,"NOG;DYSF;HMOX1"
"cholesterol homeostasis (GO:0042632)","3/71",0.0154498449434806,0.18333815999597,0,0,6.06158088235294,25.2777397754812,"ABCA1;CD24;ABCG1"
"sterol homeostasis (GO:0055092)","3/72",0.0160365177583781,0.188727283371325,0,0,5.97342995169082,24.6875097829596,"ABCA1;CD24;ABCG1"
"negative regulation of endothelial cell apoptotic process (GO:2000352)","2/27",0.0166989505698534,0.193142574594918,0,0,10.9395862068966,44.7692654434007,"IL11;TNFAIP3"
"regulation of vasculature development (GO:1901342)","2/27",0.0166989505698534,0.193142574594918,0,0,10.9395862068966,44.7692654434007,"VASH2;HMOX1"
"regulation of cell motility (GO:2000145)","4/133",0.016818594978771,0.193142574594918,0,0,4.27690139318046,17.4722976418105,"SERPINE2;CCR7;SGK1;FGF3"
"regulation of cytokine-mediated signaling pathway (GO:0001959)","3/74",0.0172470911360181,0.193384706910943,0,0,5.80457746478873,23.5672333399275,"TNFAIP3;CD24;BIRC3"
"regulation of peptide hormone secretion (GO:0090276)","3/74",0.0172470911360181,0.193384706910943,0,0,5.80457746478873,23.5672333399275,"PAX8;TFR2;CACNA1E"
"sphingolipid biosynthetic process (GO:0030148)","3/74",0.0172470911360181,0.193384706910943,0,0,5.80457746478873,23.5672333399275,"SPTLC3;SPNS2;ALOXE3"
"nervous system development (GO:0007399)","8/447",0.0176564594999359,0.196428111936787,0,0,2.54522213664148,10.2741800630621,"ACHE;GJB1;PAX8;NOG;CHAC1;INHBA;HPCAL4;SDK2"
"calcium ion import (GO:0070509)","2/28",0.0178978169056351,0.197569699795538,0,0,10.5183023872679,42.3159355133353,"CACNA1S;CACNA1E"
"regulation of inflammatory response (GO:0050727)","5/206",0.0181990156356444,0.19934921742429,0,0,3.44264592530306,13.7925745395466,"ANXA1;BCL6;TNFAIP3;MGLL;BIRC3"
"negative regulation of interferon-gamma production (GO:0032689)","2/29",0.0191320595851315,0.20206369923944,0,0,10.1282247765006,40.0712055902869,"DDIT3;INHBA"
"regulation of response to biotic stimulus (GO:0002831)","2/29",0.0191320595851315,0.20206369923944,0,0,10.1282247765006,40.0712055902869,"CD55;BIRC3"
"regulation of ubiquitin-protein transferase activity (GO:0051438)","2/29",0.0191320595851315,0.20206369923944,0,0,10.1282247765006,40.0712055902869,"ARRDC3;TRIB3"
"transition metal ion homeostasis (GO:0055076)","2/29",0.0191320595851315,0.20206369923944,0,0,10.1282247765006,40.0712055902869,"TFR2;HMOX1"
"positive regulation of endothelial cell proliferation (GO:0001938)","3/77",0.0191563198014919,0.20206369923944,0,0,5.56841216216216,22.0237528001255,"VASH2;HMOX1;F3"
"regulation of natural killer cell mediated cytotoxicity (GO:0042269)","2/30",0.0204011012789602,0.212992532433236,0,0,9.76600985221675,38.0109353632237,"RAET1E;CADM1"
"negative regulation of NF-kappaB transcription factor activity (GO:0032088)","3/79",0.0204915568422426,0.212992532433236,0,0,5.42132675438596,21.0767215567423,"PKHD1;DDIT3;TNFAIP3"
"negative regulation of multicellular organismal process (GO:0051241)","5/214",0.0210671733650048,0.213670547062524,0,0,3.30952220500034,12.7748854930575,"DDIT3;ARRDC3;LRP4;ADM;DKK1"
"nitrogen compound transport (GO:0071705)","4/143",0.0213276651216615,0.213670547062524,0,0,3.96719826935654,15.2647880018641,"SLC22A4;ARRDC3;SLC6A12;AQP1"
"phospholipid translocation (GO:0045332)","2/31",0.0217043711271144,0.213670547062524,0,0,9.42877526753864,36.1144873072429,"ABCA1;ATP8B2"
"positive regulation of ubiquitin-protein transferase activity (GO:0051443)","2/31",0.0217043711271144,0.213670547062524,0,0,9.42877526753864,36.1144873072429,"ARRDC3;TRIB3"
"extracellular structure organization (GO:0043062)","5/216",0.0218276983733096,0.213670547062524,0,0,3.27781857018891,12.5362647546264,"COL5A1;LAMB3;ITGA10;COL5A3;TNC"
"external encapsulating structure organization (GO:0045229)","5/217",0.0222145813637548,0.213670547062524,0,0,3.26219107095403,12.4191822444569,"COL5A1;LAMB3;ITGA10;COL5A3;TNC"
"positive regulation of protein ubiquitination (GO:0031398)","3/82",0.0225882100533994,0.213670547062524,0,0,5.21466244725738,19.7652768494507,"ARRDC3;TRIB3;BIRC3"
"regulation of cell migration involved in sprouting angiogenesis (GO:0090049)","2/32",0.0230413046878274,0.213670547062524,0,0,9.11402298850575,34.3641212537506,"ANXA1;HMOX1"
"endodermal cell differentiation (GO:0035987)","2/32",0.0230413046878274,0.213670547062524,0,0,9.11402298850575,34.3641212537506,"LAMB3;INHBA"
"regulation of osteoblast differentiation (GO:0045667)","3/83",0.0233121198368194,0.213670547062524,0,0,5.14921875,19.3547901798904,"NOG;SNAI2;CCN1"
"positive regulation of cytosolic calcium ion concentration (GO:0007204)","4/147",0.0233194708665739,0.213670547062524,0,0,3.85544525404665,14.4905622458048,"KISS1;CCR7;CD24;CD55"
"positive regulation of macromolecule metabolic process (GO:0010604)","7/384",0.0235861611921742,0.213670547062524,0,0,2.58302387267904,9.6788361716818,"CSF2;LAMP3;NOG;INHBA;DKK1;F3;FGF3"
"extracellular matrix organization (GO:0030198)","6/300",0.0236623457855191,0.213670547062524,0,0,2.83094514401505,10.5986913881961,"COL5A1;LAMB3;ITGA10;COL5A3;TNC;HAS3"
"regulation of cytosolic calcium ion concentration (GO:0051480)","4/148",0.0238344990543687,0.213670547062524,0,0,3.82847707847708,14.3055686449152,"KISS1;CCR7;CD24;CD55"
"positive regulation of cell population proliferation (GO:0008284)","8/474",0.0240691788302205,0.213670547062524,0,0,2.39441751319974,8.92357060380607,"PKHD1;IL11;ESM1;CSF2;HMOX1;CCN1;FGF3;AQP1"
"negative regulation of smooth muscle cell proliferation (GO:0048662)","2/33",0.0244113438562011,0.213670547062524,0,0,8.81957730812013,32.7445094303251,"TNFAIP3;HMOX1"
"response to cytokine (GO:0034097)","4/150",0.0248851808002563,0.213670547062524,0,0,3.77564900852572,13.9452946766097,"ANXA1;LAMP3;CHI3L1;CCR7"
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","5/224",0.0250478906383249,0.213670547062524,0,0,3.15679464917358,11.6389934704947,"HMOX1;SECTM1;TNFAIP3;CCR7;BIRC3"
"regulation of interferon-gamma production (GO:0032649)","3/86",0.0255588979017522,0.213670547062524,0,0,4.96234939759036,18.1957927517551,"DDIT3;CCR7;INHBA"
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)","2/34",0.0258139368271332,0.213670547062524,0,0,8.54353448275862,31.242345009741,"TNFAIP3;HMOX1"
"regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)","3/87",0.0263328190326828,0.213670547062524,0,0,4.90302579365079,17.8320069319923,"DDIT3;HMOX1;ATF3"
"positive regulation of protein kinase activity (GO:0045860)","4/154",0.0270695255617503,0.213670547062524,0,0,3.67421911421911,13.2615306418099,"CASS4;CCR7;CCN1;DKK1"
"positive regulation of reproductive process (GO:2000243)","2/35",0.027248538011837,0.213670547062524,0,0,8.28422152560084,29.8460239211003,"CFAP69;INHBA"
"collagen fibril organization (GO:0030199)","3/89",0.0279180938118034,0.213670547062524,0,0,4.78851744186047,17.1356152200199,"LAMB3;COL5A1;COL5A3"
"regulation of cell differentiation (GO:0045595)","4/156",0.0282034380507396,0.213670547062524,0,0,3.62550607287449,12.9369346207926,"CSF2;BCL6;SNAI2;CD24"
"regulation of ossification (GO:0030278)","2/36",0.0287146079887951,0.213670547062524,0,0,8.04016227180527,28.5453844658596,"LRP4;DKK1"
"embryonic limb morphogenesis (GO:0030326)","2/36",0.0287146079887951,0.213670547062524,0,0,8.04016227180527,28.5453844658596,"CYP26B1;NOG"
