"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"positive regulation of chemotaxis (GO:0050921)","1/45",0.282755050794453,0.362415114609632,0,0,3.08359277708593,3.89511515087238,"F3"
"receptor-mediated endocytosis (GO:0006898)","2/143",0.283136893214314,0.362578179799625,0,0,1.92829542675471,2.43317094625543,"TFR2;ADM"
"regulation of fibroblast proliferation (GO:0048145)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"AQP1"
"negative regulation of tumor necrosis factor production (GO:0032720)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"TNFAIP3"
"erythrocyte differentiation (GO:0030218)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"INHBA"
"establishment of protein localization to extracellular region (GO:0035592)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"ABCA1"
"regulation of synaptic transmission, glutamatergic (GO:0051966)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"SYT1"
"regulation of telomerase activity (GO:0051972)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"PARM1"
"positive regulation of organelle assembly (GO:1902117)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"CSF2"
"positive regulation of smooth muscle cell proliferation (GO:0048661)","1/46",0.288038681263552,0.366220609035087,0,0,3.01491628614916,3.7525472059118,"HMOX1"
