"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of exocytosis (GO:0017157)","1/52",0.34522043246983,0.441708541738477,0,0,2.40981610035318,2.56301324586353,"ANXA1"
"endocytic recycling (GO:0032456)","1/52",0.34522043246983,0.441708541738477,0,0,2.40981610035318,2.56301324586353,"EHD2"
"response to peptide hormone (GO:0043434)","1/52",0.34522043246983,0.441708541738477,0,0,2.40981610035318,2.56301324586353,"ANXA1"
"positive regulation of cell differentiation (GO:0045597)","3/258",0.347851101492322,0.444642114916825,0,0,1.44898261191269,1.53009775981923,"ZFP36;CSF2;CSF1"
"actin filament organization (GO:0007015)","2/152",0.349261535601027,0.444642114916825,0,0,1.64066666666667,1.72587346237553,"CORO6;CORO1A"
"negative regulation of protein phosphorylation (GO:0001933)","2/152",0.349261535601027,0.444642114916825,0,0,1.64066666666667,1.72587346237553,"NIBAN1;TRIB3"
"protein transport (GO:0015031)","4/369",0.350222051546286,0.444642114916825,0,0,1.35065025143055,1.41708589104184,"ARRDC4;ABCA1;IL10RA;ABCG1"
"regulation of immune effector process (GO:0002697)","1/53",0.350537963611677,0.444642114916825,0,0,2.36335403726708,2.47747157812003,"CD55"
"epidermal cell differentiation (GO:0009913)","1/53",0.350537963611677,0.444642114916825,0,0,2.36335403726708,2.47747157812003,"ANXA1"
"positive regulation of macroautophagy (GO:0016239)","1/53",0.350537963611677,0.444642114916825,0,0,2.36335403726708,2.47747157812003,"HSPB8"
"IRE1-mediated unfolded protein response (GO:0036498)","1/53",0.350537963611677,0.444642114916825,0,0,2.36335403726708,2.47747157812003,"DNAJB9"
"positive regulation of phagocytosis (GO:0050766)","1/53",0.350537963611677,0.444642114916825,0,0,2.36335403726708,2.47747157812003,"IL2RG"
"cellular component assembly (GO:0022607)","3/261",0.354483293238005,0.448323844325608,0,0,1.43191458241919,1.4850301104302,"REPS2;PPARGC1A;LIMS2"
"regulation of humoral immune response (GO:0002920)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"CD55"
"cytoplasmic microtubule organization (GO:0031122)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"CLIP4"
"regulation of potassium ion transmembrane transport (GO:1901379)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"KCNIP3"
"regulation of proteasomal protein catabolic process (GO:0061136)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"LAMP3"
"regulation of proteolysis (GO:0030162)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"SERPINE2"
"inorganic anion transport (GO:0015698)","1/54",0.355812574861593,0.448323844325608,0,0,2.31864525958045,2.39597477296266,"SLC26A4"
"peptidyl-serine phosphorylation (GO:0018105)","2/156",0.360967370134353,0.45276020832629,0,0,1.59772727272727,1.62803250376877,"RPS6KA2;SGK1"
"regulation of signal transduction by p53 class mediator (GO:1901796)","2/156",0.360967370134353,0.45276020832629,0,0,1.59772727272727,1.62803250376877,"PRKAB2;SGK1"
"negative regulation of cytokine-mediated signaling pathway (GO:0001960)","1/55",0.361044610570095,0.45276020832629,0,0,2.27559236254888,2.31826826032204,"H2BC11"
"negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","1/55",0.361044610570095,0.45276020832629,0,0,2.27559236254888,2.31826826032204,"TNFAIP3"
"ceramide metabolic process (GO:0006672)","1/55",0.361044610570095,0.45276020832629,0,0,2.27559236254888,2.31826826032204,"ALOXE3"
"negative regulation of metabolic process (GO:0009892)","1/56",0.366234412181758,0.458399363591736,0,0,2.23410502540937,2.24411756956029,"NR1D1"
"sensory organ development (GO:0007423)","1/56",0.366234412181758,0.458399363591736,0,0,2.23410502540937,2.24411756956029,"ASCL2"
"cellular response to starvation (GO:0009267)","2/158",0.366791618734316,0.458662865392723,0,0,1.57708333333333,1.58175368985784,"INHBB;BHLHA15"
"protein-containing complex assembly (GO:0065003)","3/267",0.367722342799951,0.459392501911553,0,0,1.39894225271584,1.39953978131852,"REPS2;SEC24D;PPARGC1A"
"negative regulation of DNA recombination (GO:0045910)","1/57",0.371382318626487,0.462219009918008,0,0,2.19409937888199,2.1733064224857,"H1-2"
"positive regulation of gene expression, epigenetic (GO:0045815)","1/57",0.371382318626487,0.462219009918008,0,0,2.19409937888199,2.1733064224857,"H1-2"
"monocarboxylic acid transport (GO:0015718)","1/57",0.371382318626487,0.462219009918008,0,0,2.19409937888199,2.1733064224857,"SLC6A12"
"protein K48-linked ubiquitination (GO:0070936)","1/57",0.371382318626487,0.462219009918008,0,0,2.19409937888199,2.1733064224857,"TNFAIP3"
"negative regulation of programmed cell death (GO:0043069)","4/381",0.372289265852313,0.462912310829521,0,0,1.30685290266259,1.29128061402299,"PKHD1;ANXA1;AQP1;BIRC3"
"cellular iron ion homeostasis (GO:0006879)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"LCN2"
"regulation of neurotransmitter receptor activity (GO:0099601)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"NPTX2"
"eye development (GO:0001654)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"COL5A1"
"positive regulation of mitochondrion organization (GO:0010822)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"PPARGC1A"
"positive regulation of mitotic cell cycle phase transition (GO:1901992)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"ANXA1"
"positive regulation of protein binding (GO:0032092)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"TRIB3"
"muscle organ development (GO:0007517)","1/58",0.376488665926419,0.465074234379694,0,0,2.1554974392503,2.10563504118441,"MRAS"
"negative regulation of autophagy (GO:0010507)","1/59",0.381553787575888,0.469577359035255,0,0,2.11822660098522,2.04091863471504,"IL10RA"
"protein polymerization (GO:0051258)","1/59",0.381553787575888,0.469577359035255,0,0,2.11822660098522,2.04091863471504,"GAS7"
"regulation of secretion by cell (GO:1903530)","1/59",0.381553787575888,0.469577359035255,0,0,2.11822660098522,2.04091863471504,"ANXA1"
"positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","1/59",0.381553787575888,0.469577359035255,0,0,2.11822660098522,2.04091863471504,"CSF2"
"inorganic cation transmembrane transport (GO:0098662)","3/274",0.383109769884359,0.471054112971197,0,0,1.36231984961359,1.30705560853219,"SLC6A9;KCND3;SLC6A12"
"negative regulation of response to stimulus (GO:0048585)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"KLF4"
"positive regulation of DNA biosynthetic process (GO:2000573)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"KLF4"
"response to light stimulus (GO:0009416)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"PCLAF"
"positive regulation of interleukin-8 production (GO:0032757)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"SERPINE1"
"iron ion homeostasis (GO:0055072)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"LCN2"
"protein lipidation (GO:0006497)","1/61",0.39156167442609,0.478776428156856,0,0,2.04741200828157,1.91967856400297,"PORCN"
